File:,D:\04.Project\13.고성능차량하중이동제어\04.Logic\JSNDCT_CorneringLogicAdded\TuningTool\JSNDCT_Cornering.spm
Project:,
System:,
User:,
Vehicle:,
Vehicle Type:,
Date Time:,
Comment:,

Recording Time:,2020-08-26 수 AM 11:36:35 ~ 2020-08-26 수 AM 11:38:16
Save Time:,0.000 ~ 100.460 sec

,[FLAG],[VALUE],1.leu8VehicleSpd,2.lou8FlagRoll,3.ldu8FlagDive,4.lsu8FlagAdSquat,5.lsu8FlagDecAdSquat,6.lsu8FlagNoseDwAdSquat,7.lnu8FlagTurn,8.lcu8FlagCornering,9.lcs8DfCornering[0],10.lis8DfOffset[0],11.lcs8DfCornering[1],12.lcs8DfCornering[2],13.lcs8DfCornering[3],14.lis8DfOffset[1],15.lis8DfOffset[2],16.lis8DfOffset[3]
23.210,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.220,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.230,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.240,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.250,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.260,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.270,,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.280,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.290,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.300,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.310,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.320,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.330,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.340,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.350,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.360,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.370,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.380,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.390,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.400,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.410,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.420,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.430,,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.440,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.450,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.460,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.470,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.480,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.490,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.500,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.510,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.520,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.530,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.540,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.550,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.560,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.570,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.580,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.590,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.600,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.610,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.620,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.630,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.640,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.650,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.660,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.670,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.680,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.690,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.700,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.710,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.720,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.730,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.740,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.750,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.760,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.770,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.780,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.790,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.800,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.810,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.820,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.830,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.840,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.850,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.860,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.870,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.880,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.890,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.900,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.910,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.920,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.930,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.940,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.950,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.960,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.970,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.980,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.990,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.000,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.010,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.020,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.030,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.040,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.050,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.060,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.070,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.080,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.090,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.100,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.110,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.120,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.130,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.140,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.150,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.160,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.170,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.180,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.190,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.200,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.210,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.220,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.230,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.240,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.250,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.260,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.270,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.280,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.290,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.300,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.310,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.320,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.330,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.340,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.350,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.360,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.370,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.380,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.390,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.400,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.410,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.420,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.430,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.440,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.450,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.460,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.470,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.480,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.490,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.500,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.510,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.520,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.530,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.540,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.550,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.560,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.570,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.580,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.590,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.600,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.610,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.620,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.630,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.640,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.650,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.660,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.670,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.680,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.690,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.700,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.710,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.720,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.730,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.740,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.750,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.760,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.770,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.780,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.790,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.800,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.810,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.820,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.830,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.840,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.850,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.860,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.870,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.880,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.890,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.900,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.910,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.920,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.930,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.940,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.950,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.960,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.970,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.980,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.990,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.000,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.010,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.020,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.030,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.040,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.050,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.060,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.070,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.080,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.090,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.100,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.110,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.120,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.130,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.140,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.150,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.160,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.170,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.180,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.190,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.200,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.210,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.220,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.230,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.240,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.250,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.260,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.270,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.280,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.290,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.300,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.310,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.320,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.330,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.340,,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.350,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.360,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.370,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.380,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.390,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.400,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.410,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.420,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.430,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.440,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.450,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.460,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.470,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.480,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.490,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.500,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.510,,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.520,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.530,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.540,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.550,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.560,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.570,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.580,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.590,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.600,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.610,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.620,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.630,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.640,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.650,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.660,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.670,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.680,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.690,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.700,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.710,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.720,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.730,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.740,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.750,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.760,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.770,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.780,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.790,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.800,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.810,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.820,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.830,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.840,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.850,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.860,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.870,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.880,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.890,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.900,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.910,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.920,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.930,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.940,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.950,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.960,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.970,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.980,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.990,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.000,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.010,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.020,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.030,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.040,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.050,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.060,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.070,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.080,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.090,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.100,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.110,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.120,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.130,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.140,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.150,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.160,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.170,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.180,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.190,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.200,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.210,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.220,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.230,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.240,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.250,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.260,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.270,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.280,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.290,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.300,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.310,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.320,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.330,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.340,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.350,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.360,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.370,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.380,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.390,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.400,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.410,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.420,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.430,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.440,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.450,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.460,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.470,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.480,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.490,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.500,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.510,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.520,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.530,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.540,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.550,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.560,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.570,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.580,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.590,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.600,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.610,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.620,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.630,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.640,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.650,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.660,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.670,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.680,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.690,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.700,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.710,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.720,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.730,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.740,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.750,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.760,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.770,,,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
